,atom1,atom2,atom3,"D(1,2)","D(2,3)","D(1,3)",A(1),A(2),A(3)
255,3,10,13,4.772280586889251,2.3322191149203793,6.157050105367019,0.05985580768172117,-0.6899520355309156,0.9920554969622654
256,3,10,14,4.772280586889251,3.5397406684671084,7.4640012057876834,0.05985580768172117,-0.9217806110175106,0.380170312902999
257,3,10,15,4.772280586889251,2.7663625937320653,5.311114195722024,0.05985580768172117,-0.9304233326823877,0.5635898897031748
258,3,10,16,4.772280586889251,2.402117815595231,3.992000250500995,0.05985580768172117,-0.7388225672722095,-0.6596768714976504
259,3,11,12,4.979107048457585,2.2694953183472357,5.934895955280093,0.26356697540068225,-0.6432220761628643,0.9399579155934868
260,3,11,13,4.979107048457585,3.4712967317704235,6.157050105367019,0.26356697540068225,-0.9461381935071713,0.9920554969622654
261,3,11,14,4.979107048457585,4.558288384909406,7.4640012057876834,0.26356697540068225,-0.15349141492847201,0.380170312902999
262,3,11,15,4.979107048457585,4.004083041096928,5.311114195722024,0.26356697540068225,-0.650548125246604,0.5635898897031748
263,3,11,16,4.979107048457585,3.518694218030322,3.992000250500995,0.26356697540068225,-0.9297358223295418,-0.6596768714976504
264,3,12,13,5.934895955280093,1.334469932220279,6.157050105367019,0.9399579155934868,0.23413271805733255,0.9920554969622654
265,3,12,14,5.934895955280093,2.289044342078147,7.4640012057876834,0.9399579155934868,-0.6580665085238463,0.380170312902999
266,3,12,15,5.934895955280093,2.412521916998889,5.311114195722024,0.9399579155934868,-0.7457937780657458,0.5635898897031748
267,3,12,16,5.934895955280093,2.751724913576936,3.992000250500995,0.9399579155934868,-0.9249593354824822,-0.6596768714976504
268,3,13,14,6.157050105367019,1.3381681508689378,7.4640012057876834,0.9920554969622654,0.23053569981341657,0.380170312902999
269,3,13,15,6.157050105367019,1.4257994248841608,5.311114195722024,0.9920554969622654,0.14448936413220917,0.5635898897031748
270,3,13,16,6.157050105367019,2.365769642209487,3.992000250500995,0.9920554969622654,-0.7138449178722293,-0.6596768714976504
271,3,14,15,7.4640012057876834,2.3980496241737788,5.311114195722024,0.380170312902999,-0.7360749068078081,0.5635898897031748
272,3,14,16,7.4640012057876834,3.59059020218125,3.992000250500995,0.380170312902999,-0.9008826816584031,-0.6596768714976504
273,3,15,16,5.311114195722024,1.338229427265743,3.992000250500995,0.5635898897031748,0.23047607353295727,-0.6596768714976504
274,4,5,6,2.3897374332758816,1.4228035704200364,3.250657010513412,-0.730423020346366,0.14745312831839522,-0.9940583761803747
275,4,5,7,2.3897374332758816,1.5235501304518964,2.3276438731043037,-0.730423020346366,0.04722862112060991,-0.6866330137026239
276,4,5,8,2.3897374332758816,2.362216120510565,1.4074686497396667,-0.730423020346366,-0.7113518712678499,0.1626024920313541
277,4,5,9,2.3897374332758816,3.7120802793043115,2.3658455148212854,-0.730423020346366,-0.8416377366162404,-0.7138980496969917
278,4,5,10,2.3897374332758816,4.808566938288371,3.4988142277062955,-0.730423020346366,0.09602974891735408,-0.9368719778706491
279,4,5,11,2.3897374332758816,4.913205979805852,3.8304072890490364,-0.730423020346366,0.19946997822808127,-0.7720000015904702
280,4,5,12,2.3897374332758816,6.017496157040732,4.606291892618182,-0.730423020346366,0.9649117769124298,-0.10589815116146314
281,4,5,13,2.3897374332758816,6.32265529662973,4.855152417792875,-0.730423020346366,0.9992211610857475,0.14227897827138275
282,4,5,14,2.3897374332758816,7.640671698221299,6.1557248963871,-0.730423020346366,0.21169597151909875,0.991887913286315
283,4,5,15,2.3897374332758816,5.548250715315591,4.1340359214694775,-0.730423020346366,0.7418746136713167,-0.5466455894766225
284,4,5,16,2.3897374332758816,4.226424256981305,2.868838266615948,-0.730423020346366,-0.4670616089960777,-0.9630325598073528
285,4,6,7,3.250657010513412,2.4313348185718846,2.3276438731043037,-0.9940583761803747,-0.7581937852128153,-0.6866330137026239
286,4,6,8,3.250657010513412,3.053948755300254,1.4074686497396667,-0.9940583761803747,-0.9961617314468387,0.1626024920313541
287,4,6,9,3.250657010513412,4.51066137057527,2.3658455148212854,-0.9940583761803747,-0.20036220610886377,-0.7138980496969917
288,4,6,10,3.250657010513412,5.331040986524114,3.4988142277062955,-0.9940583761803747,0.5799375298109555,-0.9368719778706491
289,4,6,11,3.250657010513412,5.097981070973093,3.8304072890490364,-0.9940583761803747,0.3761078195146524,-0.7720000015904702
290,4,6,12,3.250657010513412,6.641138306043624,4.606291892618182,-0.9940583761803747,0.9366159681268831,-0.10589815116146314
291,4,6,13,3.250657010513412,7.180709853489415,4.855152417792875,-0.9940583761803747,0.62354715120743,0.14227897827138275
292,4,6,14,3.250657010513412,8.509812336356186,6.1557248963871,-0.9940583761803747,-0.6098178198761601,0.991887913286315
293,4,6,15,3.250657010513412,6.61146201683107,4.1340359214694775,-0.9940583761803747,0.9465993587306915,-0.5466455894766225
294,4,6,16,3.250657010513412,5.311224905800918,2.868838266615948,-0.9940583761803747,0.5636813388347258,-0.9630325598073528
295,4,7,8,2.3276438731043037,1.51790579417828,1.4074686497396667,-0.6866330137026239,0.052865876661780914,0.1626024920313541
296,4,7,9,2.3276438731043037,2.523901939458029,2.3658455148212854,-0.6866330137026239,-0.8152180616300908,-0.7138980496969917
297,4,7,10,2.3276438731043037,3.5715919419776965,3.4988142277062955,-0.6866330137026239,-0.9089660463249608,-0.9368719778706491
298,4,7,11,2.3276438731043037,3.8250388233323847,3.8304072890490364,-0.6866330137026239,-0.7754011782906741,-0.7720000015904702
299,4,7,12,2.3276438731043037,4.702560260113634,4.606291892618182,-0.6866330137026239,-0.009828562023293927,-0.10589815116146314
300,4,7,13,2.3276438731043037,5.007295577454962,4.855152417792875,-0.6866330137026239,0.29065048073228733,0.14227897827138275
